"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","CRC_SubRange","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","100","EventPublisherSendsInitialFieldOnNewSubscription","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","","e2e_max_crc","","","passed","","","test_core","test_core",""
"","0","NullptrConstruct","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","IntrusivePtrTest","IntrusivePtrTest",""
"
        Verify that error return codes are correctly encoded and can be
        parsed from wire format.

        @test_case TC_E2E_INT_005
        @tests REQ_E2E_PLUGIN_001
        @tests REQ_ARCH_004
        ","0","test_error_propagation","integration","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:32 UTC 2026","E2EIntegrationTest","test_e2e_integration","",""
"","0","ServerStatistics","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","RpcTest","RpcTest",""
"","0","ProtectValidate_CRCType0","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","","e2e_max_roundtrip","","","passed","","","test_core","test_core",""
"","","tp_alignment_multi","","","passed","","","test_core","test_core",""
"","","tp_manager_init","","","passed","","","test_core","test_core",""
"","0","VerifyBigEndianUint32","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","NotifyBeforeWaitDoesNotDeadlock","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CVConformance","CVConformance",""
"","0","ConfigurationValidation","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","221","FireAndForgetServerDoesNotRespond","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","RpcTest","RpcTest",""
"","0","MessageSerializationWithE2E","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","201","JoinAfterFastCompletion","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","ThreadConformance","ThreadConformance",""
"","0","SerializeDeserializeBool","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","ConcurrentAcquireRelease","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","BufferPoolTest","BufferPoolTest",""
"","0","IPv4EndpointOptionDeserializeTruncated","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","CRC32","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","EventFilterComplex","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","150","DestructorWithoutJoinSafe","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","ThreadConformance","ThreadConformance",""
"","0","BufferDataIntegrity","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","BufferPoolTest","BufferPoolTest",""
"","0","ValidateSession_ErrorState","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SessionManagerTest","SessionManagerTest",""
"","0","TruncatedBufferDeserialization","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","CopyConstruct","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","ByteBufferTest","ByteBufferTest",""
"","10","FireAndForgetWireTypeNoWait","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","RpcTest","RpcTest",""
"","0","HeaderIsValid","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","BindToUsedPort","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","0","MethodIdValidationBoundary","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","1500","SubscriptionExpiresAfterTTL","","Thu Sep 24 03:19:41 UTC 2026","passed","Thu Sep 24 03:19:42 UTC 2026","","EventsSubscriptionTTLTest","EventsSubscriptionTTLTest",""
"","0","Subscription","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","ZeroLengthMessage","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","DefaultConstructEmpty","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","ByteBufferTest","ByteBufferTest",""
"","","subscriber_id_matches","","","passed","","","test_events","test_events",""
"","0","SessionIdWrapAroundSkipsZero","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","IPv4_MCDC_D2_ValidDigitLen","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","AcquireOnConstruction","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","ScopedLockConformance","ScopedLockConformance",""
"","500","StopOfferUsesTtlZero","","Thu Sep 24 03:19:35 UTC 2026","passed","Thu Sep 24 03:19:35 UTC 2026","","SdIntegrationTest","SdIntegrationTest",""
"","0","SerializeDeserializeUint32","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","NullHandleReturnsError","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiRpcServer","CapiRpcServer",""
"","0","CreateAndDestroy","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiSdServer","CapiSdServer",""
"","0","PayloadViewEmpty","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","DeserializerReset","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","100","ClientConnectionTimeout","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","MagicCookieMethodTypeCorrelation","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"
        Verify that session ID wrapping at 0xFFFF produces 0x0001 (not 0x0000)
        following SOME/IP-SD session counter semantics.

        @test_case TC_E2E_INT_003
        @tests REQ_E2E_PLUGIN_004
        ","1","test_counter_rollover","integration","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:32 UTC 2026","E2EIntegrationTest","test_e2e_integration","",""
"","0","NullHandleReturnsError","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiTp","CapiTp",""
"","0","SdMessageSerialization","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"Test with a large payload that may require fragmentation.","2512","test_echo_large_message","integration","Thu Sep 24 03:16:40 UTC 2026","passed","Thu Sep 24 03:16:42 UTC 2026","","test_echo_integration","",""
"","0","LengthValidation","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","ZeroLengthSegmentPayload","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"Optional: hello-world server still answers REQUEST with IV=0x02.

    @tests REQ_MSG_041
    @tests feat_req_someip_92
    ","2511","test_live_interface_version_two_if_server_present","integration","Thu Sep 24 03:16:46 UTC 2026","passed","Thu Sep 24 03:16:48 UTC 2026","","test_rpc_spec_integration","",""
"","0","CleanupKeepsFreshSessions","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SessionManagerTest","SessionManagerTest",""
"","0","IPv6_IsNotIPv4","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","NullHandleReturnsError","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiTcpTransport","CapiTcpTransport",""
"","100","QueuedMessagesPreservedWhenListenerInstalled","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","493","test_pal_freertos_mock","","Thu Sep 24 03:19:32 UTC 2026","passed","Thu Sep 24 03:19:32 UTC 2026","","(empty)","test_pal_freertos_mock",""
"","0","SingleMessageExceedsMaxSizeRejected","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","","serialized_size","","","passed","","","test_core","test_core",""
"","0","StringEmbeddedNull","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","101","AckMulticastOptionUsesEventgroupEndpoint","","Thu Sep 24 03:19:35 UTC 2026","passed","Thu Sep 24 03:19:35 UTC 2026","","SdIntegrationTest","SdIntegrationTest",""
"","0","InvalidTransferId","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","IntrusivePtrReturnsToPool","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","MessagePoolTest","MessagePoolTest",""
"","0","ProfileRegistry_LookupByName","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","BooleanUsesLowestBitOnly","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","Validation","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","ProcessSegmentReturnsHeader","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","150","TimeoutHandling","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","Multicast_ValidRange","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","Multicast_AboveRange","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","VerifyBigEndianNegativeInt16","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"@tests feat_req_someip_761, REQ_MSG_056, REQ_MSG_060_TP_RESPONSE","0","test_tp_response_wire_type_is_0xa0","integration","Thu Sep 24 03:16:48 UTC 2026","passed","Thu Sep 24 03:16:48 UTC 2026","","test_tp_udp_integration","",""
"","0","ConfigurationOptionLengthIncludesReserved","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","LockBlocksOtherThread","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","MutexConformance","MutexConformance",""
"","0","PayloadViewUnderTrap","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","StaticAllocIntegrationTest","StaticAllocIntegrationTest",""
"","0","MismatchedMessageLengthRejectedBufferPreserved","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","","tp_invalid_segment_rejected","","","passed","","","test_core","test_core",""
"","0","MaxUdpPayloadSize","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","3","CapiRpcTest","","Thu Sep 24 03:19:32 UTC 2026","passed","Thu Sep 24 03:19:32 UTC 2026","","(empty)","CapiRpcTest",""
"","0","RpcResponseConstruction","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","RpcTest","RpcTest",""
"","0","IPv4_MCDC_D4_SingleDigit","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","ManagerResourceExhausted","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","TpFlagBitIncludesResponseAndError","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","","tp_stats_segments_sent","","","passed","","","test_core","test_core",""
"","0","ServerUpdateServiceTTL","","Thu Sep 24 03:19:35 UTC 2026","passed","Thu Sep 24 03:19:35 UTC 2026","","SdIntegrationTest","SdIntegrationTest",""
"","0","MessageSerializeDeserializeRoundTrip","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","StaticAllocIntegrationTest","StaticAllocIntegrationTest",""
"","0","Hash_SameEndpointsSameHash","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","VectorOverflowInvokesHandler","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","EtlErrorHandlerTest","EtlErrorHandlerTest",""
"","0","EventSubscriberConstructDestroyUnderTrap","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","StaticAllocIntegrationTest","StaticAllocIntegrationTest",""
"","0","VsomeipInteropScenario","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","UnicastSessionIdsIsolatedPerPeer","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","20","CallerRetainsMutexOwnershipAfterWait","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","ConditionVariableTest","ConditionVariableTest",""
"","701","MulticastSubscribeDoesNotProduceAck","","Thu Sep 24 03:19:35 UTC 2026","passed","Thu Sep 24 03:19:35 UTC 2026","","SdIntegrationTest","SdIntegrationTest",""
"","0","SubscriptionWithTTLStored","","Thu Sep 24 03:19:41 UTC 2026","passed","Thu Sep 24 03:19:41 UTC 2026","","EventsSubscriptionTTLTest","EventsSubscriptionTTLTest",""
"","0","IPv6_MCDC_D7_TooManyGroupsNoCompression","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","1500","MultipleSubscribersDifferentTTL","","Thu Sep 24 03:19:41 UTC 2026","passed","Thu Sep 24 03:19:42 UTC 2026","","EventsSubscriptionTTLTest","EventsSubscriptionTTLTest",""
"","0","JoinableStatus","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","ThreadConformance","ThreadConformance",""
"","0","AllSegmentsHaveFullSomeIpHeader","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","","e2e_header_deserialize","","","passed","","","test_core","test_core",""
"","0","CRC_OutOfBoundsRange","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","GettersRejectNullOut","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiMessage","CapiMessage",""
"","0","SmallMessageNotTpFlagged","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","0","NonBlockingModeLifecycle","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","2519","test_echo_message_flow","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:35 UTC 2026","","pytest","integration.test_echo_integration",""
"","0","SerializeDeserializeString","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","ConstructorWithIds","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","StatisticsTracking","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","1","test_multiple_protected_messages","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:32 UTC 2026","","pytest","integration.test_e2e_integration.E2EIntegrationTest",""
"","3","CapiEventsTest","","Thu Sep 24 03:19:32 UTC 2026","passed","Thu Sep 24 03:19:32 UTC 2026","","(empty)","CapiEventsTest",""
"","0","SubscriptionStateTransitions","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","0","CapacityExhaust","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","ContainerTest","ContainerTest",""
"","0","PayloadViewIterable","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","","second_id_nonzero","","","passed","","","test_core","test_core",""
"","0","MulticastAddressValidation","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","50","MinimumDuration","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","SleepForConformance","SleepForConformance",""
"","","tp_multi_segment_ok","","","passed","","","test_core","test_core",""
"","0","IPv6_MCDC_D7_CompressionValid","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","IPv6_MCDC_D7_TooFewGroupsNoCompression","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","SignedIntegerOverflow","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","RoundTrip32","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","ByteOrderTest","ByteOrderTest",""
"","0","SdMessageUnicastFlagDefaultOnPreparedTx","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","RequestIdValidation","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","","session_id","","","passed","","","test_core","test_core",""
"","0","IPv6MulticastOptionRoundTrip","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","806","EventPublisherNoDuplicateInitialOnRefresh","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","0","ChunkedArrivalReassembly","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","410","PeriodicFieldPublishKeepsCachedValue","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","20","JoinIdempotent","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","ThreadConformance","ThreadConformance",""
"","0","DeeplyNestedArray","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","SerializeDeserializeInt64","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","UnknownEntryTypeDoesNotDropOffer","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","SessionCount_ExcludesNonActive","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SessionManagerTest","SessionManagerTest",""
"","0","TryDeserializeDistinguishesRejectionClasses","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","ProtectMessage","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","IPv4_SingleZeroOctet","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","EventNotificationData","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","0","ReassemblyKeyIncludesSender","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","EventResultCodes","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","","empty_buffer_fails","","","passed","","","test_core","test_core",""
"Test full stack E2E protection (client-server)","0","test_full_stack_e2e_protection","system","Thu Sep 24 03:16:48 UTC 2026","passed","Thu Sep 24 03:16:48 UTC 2026","E2ESystemTest","test_e2e_system","",""
"","701","SubscribeAckGoesToSdSenderNotEventEndpoint","","Thu Sep 24 03:19:35 UTC 2026","passed","Thu Sep 24 03:19:35 UTC 2026","","SdIntegrationTest","SdIntegrationTest",""
"","0","ClientBasicFunctionality","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","RpcTest","RpcTest",""
"","","service_id","","","passed","","","test_core","test_core",""
"","0","MagicCookieServerFormat","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","SerializeDeserializeStringArray","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","SessionIdStartsAtOne","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","269","RpcTest","","Thu Sep 24 03:19:32 UTC 2026","passed","Thu Sep 24 03:19:32 UTC 2026","","(empty)","RpcTest",""
"","0","MulticastOptionDeserializeTruncated","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","IPv6_CompressionInMiddle","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","MessageRoundTrip","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","0","TTLZeroMeansStopSubscribe","","Thu Sep 24 03:19:41 UTC 2026","passed","Thu Sep 24 03:19:41 UTC 2026","","EventsSubscriptionTTLTest","EventsSubscriptionTTLTest",""
"","2518","test_echo_large_message","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:35 UTC 2026","","pytest","integration.test_echo_integration",""
"","0","ReleaseAndReuse","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","BufferPoolTest","BufferPoolTest",""
"","0","ClientFailsWithoutRemoteEndpoint","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","RpcTest","RpcTest",""
"","0","MessageExceedsMaxSize","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","RuntimeVersionMatchesMacros","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiVersion","CapiVersion",""
"","","tp_invalid_transfer_id","","","passed","","","test_core","test_core",""
"","0","ReliabilityTypes","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","0","ServiceEntryMinorVersion32Bit","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","SerializeDeserializeDouble","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","OptionTypes","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","2518","test_echo_multiple_messages","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:35 UTC 2026","","pytest","integration.test_echo_integration",""
"","0","SerializeDeserializeFloatSpecialValues","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","DefaultConstructor","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","100","ResourceCleanup","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","OfferRejectsOrAppliesDefaultTtl","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","CreateAndDestroy","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiTp","CapiTp",""
"","0","MapFullCheckPreventsOverflow","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","EtlErrorHandlerTest","EtlErrorHandlerTest",""
"","0","EventConfigConstruction","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","0","ExactDuplicateAccepted","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","","uint64_serialized_size","","","passed","","","test_core","test_core",""
