"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","HeaderMatchesPayloadAfterCompletion","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","TruncatedEntriesArray","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","SettersAndGetters","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","Int64NegativeRoundTrip","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","","invalid_ipv4","","","passed","","","test_core","test_core",""
"","0","Equality","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","ByteBufferTest","ByteBufferTest",""
"","0","ParseSingleCompleteMessage","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","StopOfferZeroTtl","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","","boundary_max_u16","","","passed","","","test_core","test_core",""
"","","crc8_empty_init_value","","","passed","","","test_core","test_core",""
"","0","NonCopyable","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","MutexConformance","MutexConformance",""
"","0","ParseNextMessageDistinguishesOutcomes","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","ProtectMessage","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiE2E","CapiE2E",""
"","2518","test_echo_concurrent_clients","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:35 UTC 2026","","pytest","integration.test_echo_integration",""
"
    Exercise sd_demo binaries when present; skip otherwise.

    @test_case TC_SD_PY_DEMO
    @tests REQ_SD_818
    ","1","test_sd_demo_optional","integration","Thu Sep 24 03:16:48 UTC 2026","passed","Thu Sep 24 03:16:48 UTC 2026","","test_sd_spec_integration","",""
"","0","OverlapDifferentDataFirstWins","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","HandlerIsRegistered","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","EtlErrorHandlerTest","EtlErrorHandlerTest",""
"","0","PlacementNewInitialization","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","MessagePoolTest","MessagePoolTest",""
"","0","EventSubscriptionConstruction","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","0","MoveAssign","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","ByteBufferTest","ByteBufferTest",""
"","0","InvalidCRC","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","PoolStateAfterFullCycle","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","BufferPoolTest","BufferPoolTest",""
"","0","MisalignedNonFinalSegmentRejected","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","IPv6_MCDC_D3_MultipleDoubleColons","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","LessThanOperator_PortOrdering","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","","tp_reassembly_segment_ok","","","passed","","","test_core","test_core",""
"","0","CreateAndDestroy","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiEventPublisher","CapiEventPublisher",""
"","0","NotifyAllWakesAllWaiters","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","ConditionVariableTest","ConditionVariableTest",""
"","","tp_stats_segment_ok","","","passed","","","test_core","test_core",""
"","0","IngestDatagramReportsErrorOnLengthMismatch","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","ProfileRegistry","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","3","test_someip_message_format_compliance","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:32 UTC 2026","","pytest","system.test_full_stack_integration",""
"","0","AcquireSmallBuffer","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","BufferPoolTest","BufferPoolTest",""
"","0","CRC8_Deterministic","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","AllocateMessage","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MemoryTest","MemoryTest",""
"","0","ParseCompleteMessagePlusIncompleteTail","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","NullHandleReturnsError","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiSdClient","CapiSdClient",""
"","100","ReassemblyTimeout","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","2","BufferPoolTest","","Thu Sep 24 03:17:49 UTC 2026","passed","Thu Sep 24 03:17:49 UTC 2026","","(empty)","BufferPoolTest",""
"","","tp_reassembly_complete","","","passed","","","test_core","test_core",""
"","","tp_nonfinal_segments_uniform_size","","","passed","","","test_core","test_core",""
"","0","MethodIdValidation","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","AcquireLargeBuffer","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","BufferPoolTest","BufferPoolTest",""
"","0","IPv4_MCDC_D5_TrailingCharacters","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","ParseIncompleteHeaderStaysInBuffer","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","IPv4_EndsWithDot","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","Config","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","SdHeaderRequiresInterfaceVersionOne","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","MultiSegmentMessage","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","VerifyBigEndianUint64","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","ProfileRegistry_UnknownProfile","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","210","ListenerCallingDisconnectDoesNotDeadlock","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","IndependentAllocations","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MemoryTest","MemoryTest",""
"","0","SerializeDeserializeUint16","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","MisalignedFinalSegmentAccepted","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","CopyAssignmentSelfAssignment","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","EventPublisherConstructDestroyUnderTrap","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","StaticAllocIntegrationTest","StaticAllocIntegrationTest",""
"","","tp_reassembly_size","","","passed","","","test_core","test_core",""
"","0","ReusePortConfiguration","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","0","RpcResultValues","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","RpcTest","RpcTest",""
"@tests feat_req_someip_761, REQ_MSG_056, REQ_MSG_060_TP_RESPONSE","0","test_tp_flag_is_bit_0x20_including_response_and_error","integration","Thu Sep 24 03:16:48 UTC 2026","passed","Thu Sep 24 03:16:48 UTC 2026","","test_tp_udp_integration","",""
"","100","CleanupMixedSessions","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SessionManagerTest","SessionManagerTest",""
"","0","NestedDataStructure","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","","is_ipv4","","","passed","","","test_core","test_core",""
"","0","EmptyEntriesArray","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","ReservedInstanceIdRejection","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","SdMessage","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","ParameterizedConstructor","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","10","Session_UpdateActivity","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SessionManagerTest","SessionManagerTest",""
"","0","PreserveMessageTypeWithTpFlag","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","TpFlagInMessageType","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","WireIngestUnknownTotalUntilLast","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","TryLockNonBlocking","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","MutexConformance","MutexConformance",""
"","0","ServiceEntry","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","NotificationTypes","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","0","SingleMessageMismatchedLengthRejected","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","IPv4_MaxLengthValid","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","30","WaitWithPredicate","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CVConformance","CVConformance",""
"","0","ProtectValidate_CRCType2","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","DoubleJoinIsSafe","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","ThreadTest","ThreadTest",""
"","0","CounterOnly_FirstMessage_ValidCounter","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"
    Test complete request/response flow: client -> server -> client.

    @tests REQ_TRANSPORT_001a, REQ_TRANSPORT_001b, REQ_TRANSPORT_001c
    @tests REQ_TRANSPORT_004a, REQ_TRANSPORT_004b, REQ_TRANSPORT_004c, REQ_TRANSPORT_004d
    @tests REQ_ARCH_001
    @tests feat_req_someip_538
    @tests feat_req_someip_800
    ","2511","test_echo_message_flow","integration","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:35 UTC 2026","","test_echo_integration","",""
"","0","MultiTypeRoundTrip","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiSerializer","CapiSerializer",""
"","0","DefaultProtocolIsUdp","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","IsValid_MCDC_BothFalse","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","1","test_two_segment_tp_request_wire_layout","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:32 UTC 2026","","pytest","integration.test_tp_udp_integration",""
"","0","OverlapSameDataSucceeds","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","ErrorHandling","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","0","SubscriptionMaxTtl","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","PayloadSizeExceedsMaximum","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","MessageTest","MessageTest",""
"","0","IPv4EndpointOptionSerializesAddressNBO","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","1","test_e2e_protection_flow","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:32 UTC 2026","","pytest","integration.test_e2e_integration.E2EIntegrationTest",""
"","0","IPv4Valid_BasicAddresses","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","421","IncompleteHeaderDoesNotNotifyRejection","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","MessageReassembly","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","NullHandleReturnsError","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiUdpTransport","CapiUdpTransport",""
"","0","CreateAndDestroy","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiUdpTransport","CapiUdpTransport",""
"","0","DeserializeEmptyBuffer","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","10","ServerRejectionHandlerSeesMalformedRequest","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","RpcTest","RpcTest",""
"","0","EntryTypes","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"
    Conformance test: Verify SOME/IP message format compliance.
    Tests message parsing and validation against specification.
    ","0","test_someip_message_format_compliance","system","Thu Sep 24 03:16:49 UTC 2026","passed","Thu Sep 24 03:16:49 UTC 2026","","test_full_stack_integration","",""
"","0","BytesWriteRead","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiSerializer","CapiSerializer",""
"","","multicast_valid","","","passed","","","test_core","test_core",""
"","0","IsValid_MCDC_IPv4True","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","InitialWaitOverrideAndRange","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","0","MoveBuffer","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","InvalidLengthResyncsAtMagicCookie","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","MoreSegmentsUniformSize","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","MultipleAlignments","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","","payload_size_match","","","passed","","","test_transport","test_transport",""
"","0","WireIngestLastArrivesFirst","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","0","SubscriptionStates","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","","e2e_protect_success","","","passed","","","test_core","test_core",""
"","","tp_single_message_type","","","passed","","","test_core","test_core",""
"","0","WrongDataID","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","SameClientMultipleSessions","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SessionManagerTest","SessionManagerTest",""
"","0","CreateAndDestroy","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiSdClient","CapiSdClient",""
"","","tp_large_needs_segmentation","","","passed","","","test_core","test_core",""
"","0","InitializationWithCustomConfig","","Thu Sep 24 03:19:49 UTC 2026","passed","Thu Sep 24 03:19:49 UTC 2026","","UdpTransportTest","UdpTransportTest",""
"","","crc_oob_returns_nullopt","","","passed","","","test_core","test_core",""
"","1200","ResubscribeRefreshesTTL","","Thu Sep 24 03:19:41 UTC 2026","passed","Thu Sep 24 03:19:42 UTC 2026","","EventsSubscriptionTTLTest","EventsSubscriptionTTLTest",""
"","0","DoubleReleaseIsSafe","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","MessagePoolTest","MessagePoolTest",""
"","0","NotifyOneWakesExactlyOneWaiter","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","ConditionVariableTest","ConditionVariableTest",""
"","0","Instance","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","3519","test_echo_invalid_message","","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:36 UTC 2026","","pytest","integration.test_echo_integration",""
"","25","RepeatedNotifyWaitCycles","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CVConformance","CVConformance",""
"","","e2e_profile_id_zero","","","passed","","","test_core","test_core",""
"","0","MoveAssignmentSelfAssignment","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","0","ConfigurationOptionInteropDeserialize","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SdTest","SdTest",""
"","442","test_pal_static_alloc_mock","","Thu Sep 24 03:17:49 UTC 2026","passed","Thu Sep 24 03:17:49 UTC 2026","","(empty)","test_pal_static_alloc_mock",""
"","10","UpdateActivity","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SessionManagerTest","SessionManagerTest",""
"","0","ShortWirePrefixReportsMessageIdOnly","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","MessageRejectionIds","MessageRejectionIds",""
"
        Verify that multiple sequential messages have correctly
        incrementing session IDs and independent payloads.

        @test_case TC_E2E_INT_002
        @tests REQ_E2E_PLUGIN_004
        @tests feat_req_someip_102
        ","0","test_multiple_protected_messages","integration","Thu Sep 24 03:16:32 UTC 2026","passed","Thu Sep 24 03:16:32 UTC 2026","E2EIntegrationTest","test_e2e_integration","",""
"","","e2e_corrupt_setup_protect_success","","","passed","","","test_core","test_core",""
"","0","DeserializerSetPosition","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","SerializationTest","SerializationTest",""
"","0","EventFilterComparison","","Thu Sep 24 03:19:40 UTC 2026","passed","Thu Sep 24 03:19:40 UTC 2026","","EventsTest","EventsTest",""
"","0","ReassemblerInvalidSegment","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","TpTest","TpTest",""
"","320","ListenerOnlyDoesNotRetainQueueMessages","","Thu Sep 24 03:19:47 UTC 2026","passed","Thu Sep 24 03:19:47 UTC 2026","","TcpTransportTest","TcpTransportTest",""
"","0","DefaultConfigOffsetIs64Bits","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","ProtectAndValidateRejectNonStandardHeaderSize","","Thu Sep 24 03:19:50 UTC 2026","passed","Thu Sep 24 03:19:50 UTC 2026","","E2ETest","E2ETest",""
"","0","IPv4_MCDC_D2_EmptyOctet","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
"","","e2e_validate_success","","","passed","","","test_core","test_core",""
"","0","Uint8RoundTrip","","Thu Sep 24 03:19:33 UTC 2026","passed","Thu Sep 24 03:19:33 UTC 2026","","CapiSerializer","CapiSerializer",""
"","0","SizeValueConstruct","","Thu Sep 24 03:17:51 UTC 2026","passed","Thu Sep 24 03:17:51 UTC 2026","","ByteBufferTest","ByteBufferTest",""
"","","service_id_match","","","passed","","","test_transport","test_transport",""
"","0","RoundTrip16","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","ByteOrderTest","ByteOrderTest",""
"","","protocol_version","","","passed","","","test_core","test_core",""
"","0","IPv4_MCDC_D2_FourDigitOctet","","Thu Sep 24 03:19:34 UTC 2026","passed","Thu Sep 24 03:19:34 UTC 2026","","EndpointTest","EndpointTest",""
